,ID,CHILD_DRIV,AGE,CHILDREN,YOJ,INCOME,HOUSE_VAL,STATUS,GENDER,EDU_LEVEL,JOB,DISTANCE,CAR_USE,VEHICLE_VAL,VEHICLE_TYPE,CLM_FREQ,REVOKED,MVR_PTS,CLAIM_AMOUNT,VEHICLE_AGE,CLAIM_IND,AREA,STATE_CODE
27,5569472895.0,0,61.0,0,17.0,,231075.0,Yes,Mal,Bachelors,Professional,52,Commercial,25.66,Racing,3,No,4,210.0,14.0,0,Highly Urban/ Urban,Hessen
28,701627954.0,0,69.0,0,15.0,38.9,206295.0,Yes,Fem,z_High School,Teacher,61,Commercial,11.29,Sports Car,0,No,2,5.647,3.0,1,Highly Urban/ Urban,Bayern
29,1574052842.0,0,52.0,1,16.0,80.566,414410.0,Yes,Fem,Bachelors,Professional,72,Private,16.83,unknown,2,No,2,351.0,17.0,0,z_Highly Rural/ Rural,Bayern
30,8983362216.0,0,32.0,1,12.0,32.235,359609.0,Yes,Fem,z_High School,Clerical,71,Private,10.03,unknown,2,No,4,4.907,3.0,1,Highly Urban/ Urban,Thueringen
31,6647298496.0,1,39.0,2,20.0,46.048,684609.0,Yes,Mal,Bachelors,Manager,61,Private,22.09,Minivan,0,No,2,342.0,14.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
32,1242736337.0,0,47.0,0,11.0,73.153,247338.0,z_No,Fem,Bachelors,Clerical,71,Private,12.22,unknown,2,No,3,276.0,14.0,0,Highly Urban/ Urban,Sachsen
33,6415824924.0,0,43.0,2,3.0,,882014.0,Yes,Fem,Masters,Home Maker,60,Private,14.13,unknown,2,Yes,4,377.0,14.0,0,z_Highly Rural/ Rural,Thueringen
34,2257087559.0,0,85.0,0,15.0,34.172,623663.0,Yes,Mal,<High School,Teacher,72,Commercial,24.0,Panel Truck,2,No,7,5.212,,1,Highly Urban/ Urban,Bayern
35,3066966070.0,0,47.0,0,8.0,49.804,340114.0,Yes,Mal,Bachelors,Clerical,75,Private,15.88,Minivan,2,No,3,292.0,3.0,0,Highly Urban/ Urban,Brandenburg
36,295116385.0,2,51.0,2,15.0,131.5,438419.0,z_No,Fem,Bachelors,Teacher,50,Commercial,27.2,Minivan,0,No,0,329.0,11.0,0,z_Highly Rural/ Rural,Hessen
37,4187096359.0,0,50.0,0,11.0,52.238,359898.0,Yes,Fem,Bachelors,Professional,82,Private,1.5,unknown,0,No,3,267.0,12.0,0,Highly Urban/ Urban,Bayern
38,3769646256.0,0,66.0,0,10.0,93.402,551118.0,z_No,Mal,Masters,,57,Commercial,25.81,Panel Truck,2,No,7,261.0,17.0,0,Highly Urban/ Urban,Thueringen
39,2397275019.0,0,43.0,0,13.0,36.441,403065.0,Yes,Mal,Bachelors,Teacher,83,Commercial,16.64,Van,0,No,0,333.0,15.0,0,Highly Urban/ Urban,Hessen
40,864783914.0,0,57.0,0,3.0,960.0,499613.0,Yes,Fem,PhD,Home Maker,110,Private,13.22,Minivan,2,No,0,238.0,14.0,0,z_Highly Rural/ Rural,Bayern
41,4866398737.0,0,41.0,0,15.0,115.604,347314.0,z_No,Fem,PhD,Doctor,63,Private,17.9,Minivan,0,No,2,392.0,16.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
42,3015725259.0,0,32.0,0,14.0,39.114,751279.0,Yes,Fem,z_High School,Clerical,92,Private,12.08,unknown,0,No,2,201.0,11.0,0,z_Highly Rural/ Rural,Bayern
43,8674049142.0,0,40.0,2,20.0,146.313,530676.0,Yes,Fem,Masters,,83,Commercial,29.45,Van,0,No,2,306.0,17.0,0,Highly Urban/ Urban,Bayern
44,3745487963.0,0,49.0,0,11.0,168.429,306228.0,z_No,Fem,PhD,Doctor,67,Private,34.15,Sports Car,0,No,3,286.0,3.0,0,Highly Urban/ Urban,Bayern
45,1298573141.0,0,70.0,0,18.0,121.958,455301.0,Yes,Fem,PhD,Doctor,55,Private,16.27,unknown,2,No,4,352.0,13.0,0,Highly Urban/ Urban,Bayern
46,9071133486.0,0,64.0,0,3.0,560.0,394153.0,z_No,Fem,z_High School,Student,93,Commercial,9.28,unknown,0,No,1,341.0,8.0,0,z_Highly Rural/ Rural,Sachsen-Anhalt
47,6759259679.0,0,58.0,0,10.0,15.068,518232.0,Yes,Mal,Bachelors,Student,67,Commercial,6.45,Pickup,0,No,4,296.0,9.0,0,Highly Urban/ Urban,Bayern
48,1307475334.0,0,47.0,0,16.0,76.698,288222.0,Yes,Fem,Bachelors,Manager,85,Private,23.08,Sports Car,0,No,2,316.0,10.0,0,Highly Urban/ Urban,Bayern
49,5514844718.0,0,63.0,0,13.0,33.334,106002.0,z_No,Fem,z_High School,Clerical,89,Private,20.12,Minivan,2,No,2,307.0,3.0,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
50,525862106.0,0,46.0,0,14.0,58.034,209974.0,Yes,Mal,Bachelors,Clerical,50,Commercial,29.27,Panel Truck,0,No,3,251.0,7.0,0,Highly Urban/ Urban,Thueringen
51,4753342535.0,0,48.0,1,15.0,27.48,460721.0,Yes,Mal,Bachelors,Student,107,Commercial,4.6,Minivan,2,No,2,307.0,7.0,0,Highly Urban/ Urban,Bayern
52,4384052709.0,0,62.0,0,11.0,19.804,23556.0,Yes,Fem,z_High School,Student,80,Commercial,19.45,unknown,4,No,7,296.0,,0,Highly Urban/ Urban,Berlin
53,5532134502.0,0,68.0,0,,108.219,856043.0,Yes,Mal,Masters,Professional,81,Private,29.23,Minivan,2,No,0,357.0,17.0,0,Highly Urban/ Urban,Thueringen
54,7681091951.0,0,47.0,3,10.0,35.006,984287.0,Yes,Fem,z_High School,Clerical,78,Private,4.04,unknown,0,No,4,353.0,7.0,0,z_Highly Rural/ Rural,Sachsen-Anhalt
55,3883908592.0,0,46.0,3,17.0,33.324,400232.0,Yes,Mal,<High School,Clerical,85,Private,12.27,Minivan,0,No,9,338.0,3.0,0,Highly Urban/ Urban,Berlin
56,2714776426.0,0,54.0,0,8.0,107.735,,z_No,Mal,Masters,Nurse,55,Private,31.93,Minivan,2,No,0,294.0,,0,Highly Urban/ Urban,Thueringen
57,4213362900.0,0,45.0,0,,53.948,252832.0,Yes,Mal,z_High School,Teacher,69,Commercial,23.45,Minivan,0,No,2,332.0,13.0,0,z_Highly Rural/ Rural,Bayern
58,10385600000.0,0,50.0,0,14.0,17.949,194337.0,z_No,Mal,<High School,Teacher,65,Commercial,12.23,Pickup,1,Yes,17,6.507,8.0,1,Highly Urban/ Urban,Brandenburg
59,4932045081.0,0,66.0,2,10.0,18.315,749493.0,z_No,Fem,<High School,Clerical,74,Private,14.48,Minivan,2,Yes,2,314.0,3.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
60,2439703248.0,1,49.0,2,16.0,,206115.0,z_No,Fem,z_High School,Teacher,107,Commercial,9.36,Sports Car,0,No,0,6.536,,1,Highly Urban/ Urban,Bayern
61,1841110885.0,0,52.0,3,15.0,56.608,208504.0,Yes,Mal,Masters,Nurse,60,Private,10.7,Minivan,4,No,4,290.0,18.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
62,3800730064.0,0,62.0,2,18.0,16.912,352057.0,Yes,Fem,z_High School,Home Maker,82,Private,10.52,unknown,1,No,3,9.092,3.0,1,Highly Urban/ Urban,Bayern
63,3015131180.0,0,54.0,0,19.0,45.72,500525.0,Yes,Mal,Bachelors,Manager,75,Private,21.77,Minivan,0,No,2,348.0,8.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
64,2212990468.0,1,63.0,1,17.0,64.912,237591.0,Yes,Fem,Masters,Nurse,95,Private,32.34,Van,2,Yes,4,2.413,15.0,1,Highly Urban/ Urban,Bayern
65,3225005134.0,0,60.0,3,15.0,23.47,188667.0,Yes,Mal,z_High School,Clerical,71,Private,14.69,Minivan,2,Yes,0,1.566,3.0,1,z_Highly Rural/ Rural,Nordrhein-Westfalen
66,1401501667.0,0,49.0,0,,,470789.0,Yes,Mal,Bachelors,Professional,59,Commercial,28.56,Panel Truck,7,No,3,232.0,12.0,0,Highly Urban/ Urban,Bayern
67,10426400000.0,1,48.0,2,,25.02,694902.0,z_No,Mal,Bachelors,Clerical,69,Private,14.22,Minivan,2,No,0,3.837,12.0,1,Highly Urban/ Urban,Hessen
68,6546139392.0,0,40.0,4,15.0,21.782,252692.0,Yes,Fem,z_High School,Home Maker,91,Private,6.88,unknown,5,No,2,1.1,3.0,1,Highly Urban/ Urban,Thueringen
69,1997799332.0,0,29.0,3,17.0,55.528,358788.0,Yes,Fem,z_High School,Professional,65,Private,10.04,unknown,0,Yes,2,334.0,10.0,0,Highly Urban/ Urban,Bayern
70,7362511893.0,0,45.0,0,11.0,15.154,122368.0,z_No,Fem,<High School,Clerical,58,Private,2.92,Sports Car,3,Yes,4,8.079,12.0,1,Highly Urban/ Urban,Bayern
71,8616413967.0,1,44.0,4,15.0,3.109,496897.0,Yes,Fem,<High School,Home Maker,80,Private,22.69,Pickup,2,No,4,275.0,3.0,0,Highly Urban/ Urban,Bayern
72,1135402317.0,0,49.0,2,15.0,,94224.0,z_No,Fem,<High School,Teacher,88,Private,9.73,unknown,0,No,8,5.752,6.0,1,Highly Urban/ Urban,Thueringen
73,5793710774.0,2,33.0,2,17.0,46.536,297959.0,Yes,Fem,<High School,Teacher,72,Private,1.5,Sports Car,3,No,8,324.0,,0,Highly Urban/ Urban,Bayern
74,6062742523.0,2,47.0,3,14.0,137.663,53001.0,z_No,Fem,Masters,Manager,74,Private,19.51,Sports Car,3,No,2,4.488,17.0,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
75,6435387182.0,0,72.0,0,12.0,,341562.0,z_No,Mal,PhD,,76,Commercial,33.71,Panel Truck,2,Yes,4,258.0,20.0,0,Highly Urban/ Urban,Nordrhein-Westfalen
76,3948593026.0,0,65.0,0,13.0,80.498,94224.0,z_No,Fem,Bachelors,Manager,58,Private,14.05,Minivan,2,Yes,4,258.0,13.0,0,Highly Urban/ Urban,Bayern
77,4396628413.0,0,47.0,1,14.0,187.196,644562.0,Yes,Fem,PhD,Nurse,73,Private,10.25,unknown,3,No,6,294.0,22.0,0,Highly Urban/ Urban,Bayern
78,14799300000.0,0,77.0,0,17.0,,480107.0,z_No,Mal,Masters,,67,Commercial,33.32,Panel Truck,0,Yes,1,247.0,14.0,0,Highly Urban/ Urban,Bayern
79,539693291.0,0,59.0,0,14.0,62.491,219419.0,Yes,Mal,Masters,,75,Commercial,10.91,Pickup,2,No,2,306.0,,0,Highly Urban/ Urban,Bayern
80,2036906886.0,0,79.0,0,12.0,62.069,324996.0,Yes,Mal,Masters,,85,Commercial,23.23,Panel Truck,0,No,5,311.0,19.0,0,Highly Urban/ Urban,Sachsen
81,7430302272.0,0,57.0,0,12.0,75.386,147225.0,z_No,Fem,PhD,Doctor,56,Private,27.6,unknown,2,No,0,299.0,20.0,0,Highly Urban/ Urban,Brandenburg
82,1660879792.0,0,65.0,0,12.0,75.682,395926.0,Yes,Fem,Bachelors,Professional,54,Private,23.64,Minivan,2,No,0,327.0,3.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
83,608686483.0,1,55.0,2,14.0,103.353,435786.0,z_No,Mal,Bachelors,Professional,70,Private,1.5,Minivan,2,No,6,2.642,13.0,1,Highly Urban/ Urban,Bayern
84,3414446227.0,0,83.0,0,18.0,41.216,549804.0,Yes,Fem,z_High School,Clerical,102,Private,9.17,Sports Car,4,Yes,2,4.495,9.0,1,Highly Urban/ Urban,Sachsen-Anhalt
85,1921519221.0,0,51.0,0,3.0,960.0,104809.0,Yes,Fem,z_High School,Home Maker,95,Private,8.66,Sports Car,2,No,5,231.0,,0,Highly Urban/ Urban,Bayern
86,1435311231.0,1,49.0,2,15.0,,576218.0,Yes,Fem,Bachelors,Teacher,88,Commercial,5.2,unknown,3,No,1,5.149,5.0,1,Highly Urban/ Urban,Sachsen-Anhalt
87,5038146299.0,0,34.0,0,,30.331,447564.0,z_No,Fem,<High School,Clerical,94,Private,4.86,Sports Car,0,No,0,355.0,3.0,0,Highly Urban/ Urban,Bayern
88,1248439886.0,0,67.0,0,15.0,33.133,459540.0,Yes,Mal,z_High School,Clerical,59,Commercial,9.64,Pickup,3,No,6,1.725,3.0,1,Highly Urban/ Urban,Hessen
89,10101400000.0,0,49.0,0,14.0,34.287,47112.0,z_No,Fem,Bachelors,Clerical,72,Private,10.85,unknown,3,No,2,377.0,14.0,0,Highly Urban/ Urban,Bayern
90,7808613330.0,0,69.0,0,3.0,1.76,247724.0,Yes,Fem,Masters,Professional,87,Private,6.4,unknown,1,No,10,277.0,16.0,0,Highly Urban/ Urban,Bayern
91,7303633923.0,0,62.0,2,18.0,140.29,358123.0,z_No,Fem,z_High School,Teacher,80,Commercial,22.05,Sports Car,0,No,0,371.0,3.0,0,z_Highly Rural/ Rural,Bayern
92,5201541218.0,0,45.0,0,16.0,163.856,612508.0,z_No,Fem,PhD,Nurse,87,Private,22.83,Minivan,2,No,0,332.0,16.0,0,z_Highly Rural/ Rural,Bayern
93,5916916338.0,0,35.0,1,13.0,18.415,252869.0,z_No,Fem,<High School,Teacher,95,Private,12.38,Minivan,2,No,2,409.0,8.0,0,z_Highly Rural/ Rural,Thueringen
94,970015570.0,0,73.0,0,,72.367,582395.0,Yes,Mal,Bachelors,Manager,106,Private,14.0,Minivan,0,No,0,246.0,13.0,0,Highly Urban/ Urban,Bayern
95,2546910101.0,0,55.0,0,3.0,1.36,117780.0,Yes,Mal,z_High School,Student,86,Commercial,17.47,Van,4,No,5,320.0,8.0,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
96,3454344499.0,0,68.0,0,9.0,38.596,636279.0,Yes,Fem,z_High School,Teacher,77,Commercial,13.14,unknown,0,No,4,2.629,3.0,1,Highly Urban/ Urban,Bayern
97,3951550400.0,0,65.0,0,16.0,42.159,274602.0,z_No,Fem,Bachelors,Manager,66,Private,15.36,unknown,2,No,0,381.0,10.0,0,Highly Urban/ Urban,Thueringen
98,10389600000.0,0,49.0,1,13.0,39.002,685865.0,z_No,Mal,z_High School,Professional,60,Private,15.16,Minivan,2,No,0,234.0,3.0,0,Highly Urban/ Urban,Bayern
99,9180972717.0,0,46.0,0,14.0,91.783,259116.0,z_No,Mal,Masters,Nurse,68,Private,10.62,Pickup,2,No,0,195.0,,0,Highly Urban/ Urban,Bayern
100,3684882861.0,0,64.0,0,10.0,46.747,237975.0,Yes,Fem,Masters,Nurse,50,Private,19.38,Minivan,0,No,0,246.0,15.0,0,Highly Urban/ Urban,Bayern
101,1060099873.0,0,64.0,0,,85.924,586320.0,Yes,Mal,Bachelors,Teacher,66,Commercial,5.76,Pickup,2,No,10,376.0,13.0,0,Highly Urban/ Urban,Thueringen
102,5958123692.0,0,46.0,0,11.0,39.2,349678.0,Yes,Fem,z_High School,Clerical,73,Private,16.22,unknown,0,No,2,331.0,,0,z_Highly Rural/ Rural,Bayern
103,4402748888.0,0,56.0,2,3.0,960.0,92925.0,Yes,Fem,z_High School,Home Maker,81,Private,8.75,Sports Car,0,No,2,247.0,10.0,0,Highly Urban/ Urban,Thueringen
104,4298972933.0,2,37.0,2,16.0,143.548,418257.0,Yes,Mal,Masters,Manager,73,Private,21.79,Minivan,2,No,4,226.0,11.0,0,Highly Urban/ Urban,Thueringen
105,8803773750.0,0,52.0,0,14.0,52.525,82446.0,z_No,Mal,Masters,Nurse,81,Private,18.11,Van,4,No,7,340.0,17.0,0,Highly Urban/ Urban,Thueringen
106,1130247543.0,0,35.0,3,3.0,560.0,525700.0,Yes,Fem,z_High School,Home Maker,70,Private,11.74,unknown,4,No,4,6.045,3.0,1,Highly Urban/ Urban,Bayern
107,9783785039.0,0,47.0,0,14.0,105.944,420623.0,Yes,Mal,Masters,Professional,69,Private,13.8,Minivan,5,Yes,6,224.0,19.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
108,508865917.0,0,66.0,0,13.0,66.825,229944.0,Yes,Mal,Masters,Nurse,104,Private,12.23,Minivan,0,No,3,13.358,11.0,1,Highly Urban/ Urban,Bayern
109,5451301891.0,0,53.0,0,10.0,,,z_No,Mal,Masters,,62,Commercial,23.35,Panel Truck,5,No,8,4.445,19.0,1,Highly Urban/ Urban,Berlin
110,1868005321.0,0,54.0,0,15.0,32.954,630123.0,z_No,Fem,z_High School,Clerical,78,Private,13.77,unknown,2,No,2,321.0,3.0,0,Highly Urban/ Urban,Bayern
111,8593893443.0,0,47.0,0,12.0,77.186,447591.0,Yes,Mal,Bachelors,Teacher,63,Commercial,23.39,Panel Truck,2,No,0,292.0,16.0,0,Highly Urban/ Urban,Thueringen
112,5522647899.0,1,61.0,3,19.0,8.488,473038.0,Yes,Mal,<High School,Clerical,71,Private,8.08,Pickup,2,No,2,386.0,10.0,0,z_Highly Rural/ Rural,Berlin
113,1179855939.0,0,45.0,4,3.0,560.0,229671.0,z_No,Mal,z_High School,Student,59,Commercial,15.09,Minivan,3,No,4,8.14,7.0,1,Highly Urban/ Urban,Bayern
114,2661910785.0,0,43.0,0,3.0,,115113.0,Yes,Fem,Bachelors,Student,93,Commercial,12.85,unknown,2,No,3,3.936,8.0,1,Highly Urban/ Urban,Bayern
115,7700932591.0,1,46.0,1,12.0,34.157,490445.0,Yes,Fem,Masters,Nurse,108,Private,21.69,Minivan,2,No,6,244.0,16.0,0,Highly Urban/ Urban,Bayern
116,756111077.0,0,40.0,0,14.0,45.265,264997.0,Yes,Fem,Bachelors,Professional,95,Private,12.84,unknown,4,No,2,5.398,12.0,1,Highly Urban/ Urban,Thueringen
117,9464402111.0,0,38.0,1,3.0,560.0,641403.0,Yes,Fem,Bachelors,Home Maker,71,Private,8.35,unknown,0,No,7,278.0,9.0,0,Highly Urban/ Urban,Bayern
118,1170784648.0,0,62.0,0,12.0,69.952,417212.0,z_No,Fem,Bachelors,Teacher,81,Commercial,15.12,Minivan,2,No,7,309.0,12.0,0,z_Highly Rural/ Rural,Brandenburg
119,2421619087.0,0,49.0,0,14.0,133.121,1362675.0,z_No,Mal,Masters,Professional,53,Commercial,30.15,Panel Truck,1,No,0,315.0,3.0,0,Highly Urban/ Urban,Sachsen-Anhalt
120,7005872064.0,0,63.0,0,18.0,32.698,544461.0,Yes,Mal,<High School,Teacher,68,Commercial,14.62,unknown,2,No,2,5.415,3.0,1,Highly Urban/ Urban,Bayern
121,5314065972.0,0,79.0,1,20.0,97.79,425939.0,Yes,Mal,Masters,Professional,68,Private,11.18,unknown,0,No,0,291.0,18.0,0,Highly Urban/ Urban,Bayern
122,2537378226.0,0,66.0,0,12.0,126.853,35334.0,z_No,Mal,PhD,,66,Commercial,7.5,Pickup,4,No,4,285.0,17.0,0,Highly Urban/ Urban,Bayern
123,1630772400.0,2,47.0,4,9.0,155.137,509759.0,z_No,Fem,Bachelors,Teacher,72,Private,20.45,unknown,3,No,5,304.0,3.0,0,Highly Urban/ Urban,Bayern
124,3638043760.0,0,56.0,0,10.0,64.974,492201.0,Yes,Mal,<High School,Teacher,78,Commercial,7.9,Pickup,5,No,3,2.398,7.0,1,Highly Urban/ Urban,Bayern
125,928257349.0,0,38.0,0,14.0,80.308,505592.0,Yes,Fem,z_High School,Manager,68,Private,13.15,unknown,0,No,2,253.0,3.0,0,Highly Urban/ Urban,Bayern
126,1993573701.0,0,78.0,2,17.0,192.649,889820.0,Yes,Mal,PhD,,76,Commercial,21.1,Van,2,No,0,6.778,,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
127,881241806.0,1,65.0,1,10.0,,600678.0,Yes,Fem,z_High School,Student,85,Private,7.05,Sports Car,2,No,0,387.0,12.0,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
128,1265877974.0,0,77.0,0,18.0,108.712,665429.0,Yes,Fem,Masters,Manager,63,Private,12.32,unknown,2,Yes,2,265.0,17.0,0,Highly Urban/ Urban,Brandenburg
129,3879781079.0,0,66.0,0,17.0,,1259704.0,Yes,Mal,Bachelors,Manager,93,Private,21.32,Van,2,No,0,280.0,15.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
130,5218600279.0,0,45.0,0,15.0,124.48,636958.0,Yes,Mal,Bachelors,Teacher,59,Commercial,17.55,Van,0,No,0,365.0,,0,Highly Urban/ Urban,Hessen
131,5539182462.0,0,61.0,0,16.0,45.817,366166.0,Yes,Mal,Bachelors,Clerical,78,Commercial,29.21,Panel Truck,2,No,0,302.0,,0,Highly Urban/ Urban,Hessen
132,2106858876.0,0,39.0,0,11.0,54.204,547677.0,z_No,Mal,Bachelors,Professional,73,Commercial,20.92,Van,1,No,1,4.331,10.0,1,Highly Urban/ Urban,Bayern
133,1699339752.0,1,67.0,2,20.0,43.217,781471.0,Yes,Fem,Masters,Manager,80,Private,20.87,Sports Car,0,No,0,304.0,23.0,0,Highly Urban/ Urban,Bayern
134,9603205873.0,0,57.0,1,11.0,127.028,17667.0,z_No,Fem,Masters,Manager,79,Commercial,32.69,Pickup,2,No,2,2.382,20.0,1,Highly Urban/ Urban,Bayern
135,3552400637.0,3,34.0,3,12.0,76.476,889574.0,Yes,Fem,z_High School,Teacher,98,Commercial,13.05,Sports Car,0,Yes,0,264.0,8.0,0,z_Highly Rural/ Rural,Thueringen
136,851544731.0,0,78.0,0,19.0,77.514,802856.0,z_No,Mal,Bachelors,Professional,89,Private,19.54,Minivan,0,Yes,2,220.0,13.0,0,Highly Urban/ Urban,Bayern
137,8339280419.0,0,66.0,1,11.0,150.912,1016454.0,Yes,Fem,Masters,Manager,66,Private,24.24,Pickup,0,No,0,330.0,19.0,0,Highly Urban/ Urban,Thueringen
138,1515506334.0,0,73.0,0,11.0,89.92,573812.0,Yes,Mal,Masters,Nurse,59,Private,13.63,Minivan,0,No,4,287.0,19.0,0,Highly Urban/ Urban,Bayern
139,1712134669.0,1,41.0,1,15.0,38.94,202940.0,Yes,Fem,<High School,Clerical,81,Private,5.26,unknown,4,No,2,9.037,3.0,1,Highly Urban/ Urban,Bayern
140,2319212574.0,0,55.0,2,18.0,23.904,459289.0,Yes,Mal,z_High School,Teacher,55,Private,7.93,Pickup,2,No,5,6.629,3.0,1,Highly Urban/ Urban,Berlin
141,6243324773.0,0,41.0,0,19.0,44.25,364886.0,Yes,Fem,Bachelors,Teacher,74,Private,23.64,unknown,2,No,0,376.0,12.0,0,Highly Urban/ Urban,Thueringen
